T,author_year,download_url,comments,formula,name,citation,fname
241.0,Burrows(1998),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Burrows(1998)_241K_230-794nm(vac).txt,Vacuum wavelengths; spectral resolution 0.2-0.4 nm,NO2,nitrogen dioxide,"

  J.P. Burrows, A. Dehn, B. Deters, S. Himmelmann, A. Richter, S. Voigt, and J. Orphal, ""Atmospheric remote-sensing reference data from GOME: Part 1. Temperature-dependent absorption cross-sections of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Burrows(1998)_241K_230-794nm(vac).csv
273.0,Burrows(1998),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Burrows(1998)_273K_230-794nm(air).txt,Air wavelengths; spectral resolution 0.2-0.4 nm,NO2,nitrogen dioxide,"

  J.P. Burrows, A. Dehn, B. Deters, S. Himmelmann, A. Richter, S. Voigt, and J. Orphal, ""Atmospheric remote-sensing reference data from GOME: Part 1. Temperature-dependent absorption cross-sections of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Burrows(1998)_273K_230-794nm(air).csv
273.0,Burrows(1998),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Burrows(1998)_273K_230-794nm(vac).txt,Vacuum wavelengths; spectral resolution 0.2-0.4 nm,NO2,nitrogen dioxide,"

  J.P. Burrows, A. Dehn, B. Deters, S. Himmelmann, A. Richter, S. Voigt, and J. Orphal, ""Atmospheric remote-sensing reference data from GOME: Part 1. Temperature-dependent absorption cross-sections of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Burrows(1998)_273K_230-794nm(vac).csv
293.0,Burrows(1998),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Burrows(1998)_293K_230-794nm(air).txt,Air wavelengths; spectral resolution 0.2-0.4 nm,NO2,nitrogen dioxide,"

  J.P. Burrows, A. Dehn, B. Deters, S. Himmelmann, A. Richter, S. Voigt, and J. Orphal, ""Atmospheric remote-sensing reference data from GOME: Part 1. Temperature-dependent absorption cross-sections of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Burrows(1998)_293K_230-794nm(air).csv
293.0,Burrows(1998),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Burrows(1998)_293K_230-794nm(vac).txt,Vacuum wavelengths; spectral resolution 0.2-0.4 nm,NO2,nitrogen dioxide,"

  J.P. Burrows, A. Dehn, B. Deters, S. Himmelmann, A. Richter, S. Voigt, and J. Orphal, ""Atmospheric remote-sensing reference data from GOME: Part 1. Temperature-dependent absorption cross-sections of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Burrows(1998)_293K_230-794nm(vac).csv
220.0,Coquart(1995),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Coquart(1995)_220K_400-500nm(0.01nm).txt,High-resolution (0.01nm) data obtaind by using a double-beam system with the xenon lamp,NO2,nitrogen dioxide,"

  B. Coquart, A. Jenouvrier, and M.F. Mérienne, ""The NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Coquart(1995)_220K_400-500nm(0.csv
220.0,Coquart(1995),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Coquart(1995)_220K_400-500nm(1nm).txt,"Averages over 1-nm intervals of the high-resolution (0.01 nm) spectrum, from Table III",NO2,nitrogen dioxide,"

  B. Coquart, A. Jenouvrier, and M.F. Mérienne, ""The NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Coquart(1995)_220K_400-500nm(1nm).csv
220.0,Coquart(1995),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Coquart(1995)_220K_405-495nm(5nm).txt,"Averages over 5-nm intervals (which are the atmospheric intervals as defined by NASA, SASHA, and UTA) of the high-resolution (0.01 nm) spectrum, calculated by Karl-Heinz Möbus, Max-Planck-Institut für Chemie, Mainz, Germany (first column: center of interval)",NO2,nitrogen dioxide,"

  B. Coquart, A. Jenouvrier, and M.F. Mérienne, ""The NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Coquart(1995)_220K_405-495nm(5nm).csv
220.0,Coquart(1995),"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Coquart(1995)_220K_413.35-491.47nm(max,min).txt",Absorption cross sections at the maxima and minima in the 400-500 nm region selected from the high-resolution data at 0.01-nm intervals,NO2,nitrogen dioxide,"

  B. Coquart, A. Jenouvrier, and M.F. Mérienne, ""The NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Coquart(1995)_220K_413.csv
240.0,Coquart(1995),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Coquart(1995)_240K_400-500nm(0.01nm).txt,High-resolution (0.01nm) data obtaind by using a double-beam system with the xenon lamp,NO2,nitrogen dioxide,"

  B. Coquart, A. Jenouvrier, and M.F. Mérienne, ""The NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Coquart(1995)_240K_400-500nm(0.csv
240.0,Coquart(1995),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Coquart(1995)_240K_400-500nm(1nm).txt,"Averages over 1-nm intervals of the high-resolution (0.01 nm) spectrum, from Table III",NO2,nitrogen dioxide,"

  B. Coquart, A. Jenouvrier, and M.F. Mérienne, ""The NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Coquart(1995)_240K_400-500nm(1nm).csv
240.0,Coquart(1995),"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Coquart(1995)_240K_413.35-491.47nm(max,min).txt",Absorption cross sections at the maxima and minima in the 400-500 nm region selected from the high-resolution data at 0.01-nm intervals,NO2,nitrogen dioxide,"

  B. Coquart, A. Jenouvrier, and M.F. Mérienne, ""The NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Coquart(1995)_240K_413.csv
293.0,Coquart(1995),"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Coquart(1995)_293K_413.35-491.47nm(max,min).txt",Absorption cross sections at the maxima and minima in the 400-500 nm region selected from the high-resolution data at 0.01-nm intervals of,NO2,nitrogen dioxide,"

  B. Coquart, A. Jenouvrier, and M.F. Mérienne, ""The NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Coquart(1995)_293K_413.csv
233.0,Davidson(1988),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Davidson(1988)_233K_263-649nm.txt,Low-resolution (1.5 nm) and high-resolution( 0.30 and 2.5 cm,NO2,nitrogen dioxide,"

  J.A. Davidson, C.A. Cantrell, A.H. McDaniel, R.E. Shetter, S. Madronich, and J.G. Calvert, ""Visible-ultraviolet absorption cross sections for NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Davidson(1988)_233K_263-649nm.csv
265.0,Davidson(1988),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Davidson(1988)_265K_263-649nm.txt,Low-resolution (1.5 nm) and high-resolution( 0.30 and 2.5 cm,NO2,nitrogen dioxide,"

  J.A. Davidson, C.A. Cantrell, A.H. McDaniel, R.E. Shetter, S. Madronich, and J.G. Calvert, ""Visible-ultraviolet absorption cross sections for NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Davidson(1988)_265K_263-649nm.csv
273.0,Davidson(1988),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Davidson(1988)_273K_267-423nm(int-c).txt,Low-resolution (1.5 nm) and high-resolution( 0.30 and 2.5 cm,NO2,nitrogen dioxide,"

  J.A. Davidson, C.A. Cantrell, A.H. McDaniel, R.E. Shetter, S. Madronich, and J.G. Calvert, ""Visible-ultraviolet absorption cross sections for NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Davidson(1988)_273K_267-423nm(int-c).csv
298.0,Davidson(1988),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Davidson(1988)_298K_263-649nm.txt,Low-resolution (1.5 nm) and high-resolution( 0.30 and 2.5 cm,NO2,nitrogen dioxide,"

  J.A. Davidson, C.A. Cantrell, A.H. McDaniel, R.E. Shetter, S. Madronich, and J.G. Calvert, ""Visible-ultraviolet absorption cross sections for NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Davidson(1988)_298K_263-649nm.csv
298.0,Dixon(1940),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Dixon(1940)_298K_400-700nm.txt,Absorption measurements with spectrophotometer,NO2,nitrogen dioxide,"

  J.K. Dixon, ""The absorption coefficient of nitrogen dioxide in the visible spectrum"",
  J. Chem. Phys. 8, 157-160 (1940)); 


  DOI: ",data/cross-sections/Nitrogen oxides/NO2/NO2_Dixon(1940)_298K_400-700nm.csv
298.0,Fuchs(2009),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Fuchs(2009)_298K_403.96nm.txt,Absorption measurements using blue diode laser cavity ring-down spectroscopy,NO2,nitrogen dioxide,"

  H. Fuchs, W.P. Dubé, B.M. Lerner, N.L. Wagner, E.J. Williams, and S. Brown, ""A sensitive and versatile detector for atmospheric NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Fuchs(2009)_298K_403.csv
298.0,HallBlacet(1952),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_HallBlacet(1952)_298K_239.8-500.9nm.txt,Absorption measurements with NO,NO2,nitrogen dioxide,"

  T.C. Hall and F.E. Blacet, ""Separation of the absorption spectra of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_HallBlacet(1952)_298K_239.csv
298.0,HallBlacet(1952),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_HallBlacet(1952)_298K_242.5-467.5nm(av-5nm).txt,"242.5-467.5nm(av-5nm), i.e., integrated over the 5-nm intervals 242.5-247.5, 247.5-252.5, ......, 462.5-467.5; first column: center of interval",NO2,nitrogen dioxide,"

  T.C. Hall and F.E. Blacet, ""Separation of the absorption spectra of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_HallBlacet(1952)_298K_242.csv
217.0,Harder(1997),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Harder(1997)_217K_390.001-550.001nm.txt,"Absorption measurements using a Fourier transform spectrometer which, when used in the visible region, has a limiting resolution of 0.01 cm",NO2,nitrogen dioxide,"

  J.W. Harder, J.W. Brault, P.V. Johnston, and G.H. Mount, ""Temperature dependent NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Harder(1997)_217K_390.csv
230.0,Harder(1997),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Harder(1997)_230K_345.483-550.001nm.txt,"Absorption measurements using a Fourier transform spectrometer which, when used in the visible region, has a limiting resolution of 0.01 cm",NO2,nitrogen dioxide,"

  J.W. Harder, J.W. Brault, P.V. Johnston, and G.H. Mount, ""Temperature dependent NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Harder(1997)_230K_345.csv
238.0,Harder(1997),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Harder(1997)_238K_345.483-550.001nm.txt,"Absorption measurements using a Fourier transform spectrometer which, when used in the visible region, has a limiting resolution of 0.01 cm",NO2,nitrogen dioxide,"

  J.W. Harder, J.W. Brault, P.V. Johnston, and G.H. Mount, ""Temperature dependent NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Harder(1997)_238K_345.csv
294.0,Harder(1997),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Harder(1997)_294K_345.483-550.001nm.txt,"Absorption measurements using a Fourier transform spectrometer which, when used in the visible region, has a limiting resolution of 0.01 cm",NO2,nitrogen dioxide,"

  J.W. Harder, J.W. Brault, P.V. Johnston, and G.H. Mount, ""Temperature dependent NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Harder(1997)_294K_345.csv
296.0,Harker(1977),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Harker(1977)_296K_375-420nm.txt,Spectral resolution 0.25 nm,NO2,nitrogen dioxide,"

  A.B. Harker, W. Ho, and J.J. Ratto, ""Photodissociation quantum yield of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Harker(1977)_296K_375-420nm.csv
296.0,Harker(1977),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Harker(1977)_296K_377.5-417.5nm(5nm).txt,Spectral resolution 0.25 nm,NO2,nitrogen dioxide,"

  A.B. Harker, W. Ho, and J.J. Ratto, ""Photodissociation quantum yield of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Harker(1977)_296K_377.csv
213.0,HarwoodJones(1994),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_HarwoodJones(1994)_213K_313-568nm.txt,Absorption measurements using a diode array spectrometer;,NO2,nitrogen dioxide,"

  M.H. Harwood and R.L. Jones, ""Temperature dependent ultraviolet-visible absorption cross sections of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_HarwoodJones(1994)_213K_313-568nm.csv
223.0,HarwoodJones(1994),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_HarwoodJones(1994)_223K_313-568nm.txt,Absorption measurements using a diode array spectrometer;,NO2,nitrogen dioxide,"

  M.H. Harwood and R.L. Jones, ""Temperature dependent ultraviolet-visible absorption cross sections of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_HarwoodJones(1994)_223K_313-568nm.csv
233.0,HarwoodJones(1994),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_HarwoodJones(1994)_233K_313-568nm.txt,Absorption measurements using a diode array spectrometer;,NO2,nitrogen dioxide,"

  M.H. Harwood and R.L. Jones, ""Temperature dependent ultraviolet-visible absorption cross sections of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_HarwoodJones(1994)_233K_313-568nm.csv
243.0,HarwoodJones(1994),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_HarwoodJones(1994)_243K_313-568nm.txt,Absorption measurements using a diode array spectrometer;,NO2,nitrogen dioxide,"

  M.H. Harwood and R.L. Jones, ""Temperature dependent ultraviolet-visible absorption cross sections of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_HarwoodJones(1994)_243K_313-568nm.csv
253.0,HarwoodJones(1994),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_HarwoodJones(1994)_253K_313-568nm.txt,Absorption measurements using a diode array spectrometer;,NO2,nitrogen dioxide,"

  M.H. Harwood and R.L. Jones, ""Temperature dependent ultraviolet-visible absorption cross sections of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_HarwoodJones(1994)_253K_313-568nm.csv
263.0,HarwoodJones(1994),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_HarwoodJones(1994)_263K_313-568nm.txt,Absorption measurements using a diode array spectrometer;,NO2,nitrogen dioxide,"

  M.H. Harwood and R.L. Jones, ""Temperature dependent ultraviolet-visible absorption cross sections of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_HarwoodJones(1994)_263K_313-568nm.csv
273.0,HarwoodJones(1994),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_HarwoodJones(1994)_273K_313-568nm.txt,Absorption measurements using a diode array spectrometer;,NO2,nitrogen dioxide,"

  M.H. Harwood and R.L. Jones, ""Temperature dependent ultraviolet-visible absorption cross sections of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_HarwoodJones(1994)_273K_313-568nm.csv
298.0,HarwoodJones(1994),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_HarwoodJones(1994)_298K_313-568nm.txt,Absorption measurements using a diode array spectrometer;,NO2,nitrogen dioxide,"

  M.H. Harwood and R.L. Jones, ""Temperature dependent ultraviolet-visible absorption cross sections of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_HarwoodJones(1994)_298K_313-568nm.csv
298.0,HarwoodJones(1994),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_HarwoodJones(1994)_298K_320-565nm(5nm).txt,Absorption measurements using a diode array spectrometer;,NO2,nitrogen dioxide,"

  M.H. Harwood and R.L. Jones, ""Temperature dependent ultraviolet-visible absorption cross sections of NO",data/cross-sections/Nitrogen oxides/NO2/NO2_HarwoodJones(1994)_298K_320-565nm(5nm).csv
235.0,Hicks(1979),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Nitrogen%20oxides/NO2_Hicks(1979)_235K_426-450nm.txt,High-resolution (0.04 nm) absorption measurements in the visible region using a halogen lamp; the spectra recorded on photographic plates have been analyzed by using a microdensitometer,NO2,nitrogen dioxide,"

  E. Hicks, B. Leroy, P. Rigaud, J.-L. Jourdain, and G. Le Bras, ""Spectres d'absorption dans le proche ultraviolet et le visible des composés minoritaires atmosphériques NO",data/cross-sections/Nitrogen oxides/NO2/NO2_Hicks(1979)_235K_426-450nm.csv
